_id,TRI_FACILITY_ID,DOC_CTRL_NUM,FACILITY_NAME,STREET_ADDRESS,CITY_NAME,COUNTY_NAME,STATE_COUNTY_FIPS_CODE,STATE_ABBR,ZIP_CODE,REGION,FAC_CLOSED_IND,ASGN_FEDERAL_IND,ASGN_AGENCY,PARENT_CO_DB_NUM,PARENT_CO_NAME,STANDARDIZED_PARENT_COMPANY,EPA_REGISTRY_ID,TRADE_SECRET_IND,REPORTING_YEAR,CAS_NUM,ELEMENTAL_METAL_INCLUDED,TRI_CHEM_ID,CHEM_NAME,METAL_IND,PBT_IND,LIST_3350,CARCINOGEN,CLEAN_AIR,PRIMARY_SIC_CODE,SIC_CODES,PRIMARY_NAICS_CODE,NAICS_CODES,INDUSTRY_CODE,SRS_ID,PFAS_IND,ENVIRONMENTAL_MEDIUM,RELEASE_RANGE_CODE,REL_EST_AMT,RELEASE_NA,RELEASE_BASIS_EST_CODE,TOTAL_RELEASE
487972,15204PRTTSTABOR,1300140000694,PRUETT-SCHAFFER CHEMICAL CO INC.,3327 STAFFORD ST,PITTSBURGH,ALLEGHENY,42003,PA,15204,3,0,C,,,NA,PRUETT-SCHAFFER CHEMICAL CO INC,110000329528,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,2851,2851,325510,325510,325,84970,0,AIR STACK,,,0,E,390
487973,15104PCMTL11TAL,1300140029834,EPIC METALS CORP,11 TALBOT AVE,RANKIN,ALLEGHENY,42003,PA,15104,3,0,C,,,NA,,110001214365,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,3441,3441,332312,332312,332,84970,0,AIR STACK,,,0,C,3964
487974,15104PCMTL11TAL,1300140029846,EPIC METALS CORP,11 TALBOT AVE,RANKIN,ALLEGHENY,42003,PA,15104,3,0,C,,,NA,,110001214365,0,2000,78-93-3,NA,0000078933,Methyl ethyl ketone,0,0,Y,N,N,3441,3441,332312,332312,332,7443,0,AIR STACK,,,0,C,1497
487975,15233ZMMRM2020K,1300140055195,E.E. ZIMMERMAN CO,2020 KNOTT ST,PITTSBURGH,ALLEGHENY,42003,PA,15233,3,0,C,,613251131,ZIMMERMAN HOLDING CO,,110000329724,0,2000,78-93-3,NA,0000078933,Methyl ethyl ketone,0,0,Y,N,N,5169,5169,424690,424690,4246,7443,0,AIR STACK,,,0,C,133
487976,15233ZMMRM2020K,1300140055207,E.E. ZIMMERMAN CO,2020 KNOTT ST,PITTSBURGH,ALLEGHENY,42003,PA,15233,3,0,C,,613251131,ZIMMERMAN HOLDING CO,,110000329724,0,2000,67-56-1,NA,0000067561,Methanol,0,0,N,N,Y,5169,5169,424690,424690,4246,4283,0,AIR STACK,,,0,C,640
487977,15233ZMMRM2020K,1300140055219,E.E. ZIMMERMAN CO,2020 KNOTT ST,PITTSBURGH,ALLEGHENY,42003,PA,15233,3,0,C,,613251131,ZIMMERMAN HOLDING CO,,110000329724,0,2000,95-63-6,NA,0000095636,"1,2,4-Trimethylbenzene",0,0,N,N,N,5169,5169,424690,424690,4246,16261,0,AIR STACK,,,0,C,29
487978,15233ZMMRM2020K,1300140055221,E.E. ZIMMERMAN CO,2020 KNOTT ST,PITTSBURGH,ALLEGHENY,42003,PA,15233,3,0,C,,613251131,ZIMMERMAN HOLDING CO,,110000329724,0,2000,108-88-3,NA,0000108883,Toluene,0,0,N,N,Y,5169,5169,424690,424690,4246,25452,0,AIR STACK,,,0,C,242
487979,15233ZMMRM2020K,1300140055233,E.E. ZIMMERMAN CO,2020 KNOTT ST,PITTSBURGH,ALLEGHENY,42003,PA,15233,3,0,C,,613251131,ZIMMERMAN HOLDING CO,,110000329724,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,5169,5169,424690,424690,4246,84970,0,AIR STACK,,,0,C,22
487980,15233ZMMRM2020K,1300140055245,E.E. ZIMMERMAN CO,2020 KNOTT ST,PITTSBURGH,ALLEGHENY,42003,PA,15233,3,0,C,,613251131,ZIMMERMAN HOLDING CO,,110000329724,0,2000,100-41-4,NA,0000100414,Ethylbenzene,0,0,N,Y,Y,5169,5169,424690,424690,4246,19406,0,AIR STACK,,,0,C,1
487981,15139TRNGL931TH,1300140060462,GLOBAL CIRCUITS INC.,931 3RD ST,OAKMONT,ALLEGHENY,42003,PA,15139,3,0,C,,,MBG TECHNOLOGIES INC.,MBG TECHNOLOGIES INC,110000329396,0,2000,7440-50-8,NA,0007440508,Copper,1,0,N,N,N,3672,3672,334412,334412,334,150086,0,AIR STACK,,,1,,
487982,15139TRNGL931TH,1300140060474,GLOBAL CIRCUITS INC.,931 3RD ST,OAKMONT,ALLEGHENY,42003,PA,15139,3,0,C,,,MBG TECHNOLOGIES INC.,MBG TECHNOLOGIES INC,110000329396,0,2000,7664-41-7,NA,0007664417,Ammonia,0,0,N,N,N,3672,3672,334412,334412,334,152389,0,AIR STACK,4,749.5,0,O,
487983,15139TRNGL931TH,1300140060486,GLOBAL CIRCUITS INC.,931 3RD ST,OAKMONT,ALLEGHENY,42003,PA,15139,3,0,C,,,MBG TECHNOLOGIES INC.,MBG TECHNOLOGIES INC,110000329396,0,2000,128-04-1,NA,0000128041,Sodium dimethyldithiocarbamate,0,0,N,N,N,3672,3672,334412,334412,334,34462,0,AIR STACK,,,1,,
487984,15025TYKRF301BR,1300140068343,LARGE PLANT OF TYK AMERICA INC,301 BRICKYARD RD,CLAIRTON,ALLEGHENY,42003,PA,15025,3,0,C,,,NA,,110000328841,0,2000,107-21-1,NA,0000107211,Ethylene glycol,0,0,N,N,Y,3297,3297,327125,327125,327,24257,0,AIR STACK,,,0,O,982
487985,15025TYKRF301BR,1300140068356,LARGE PLANT OF TYK AMERICA INC,301 BRICKYARD RD,CLAIRTON,ALLEGHENY,42003,PA,15025,3,0,C,,,NA,,110000328841,0,2000,108-95-2,NA,0000108952,Phenol,0,0,N,N,Y,3297,3297,327125,327125,327,25510,0,AIR STACK,,,0,O,140
487986,15238CHSCR128FI,1300140074042,CHASE CORP-PITTSBURGH,128 FIRST ST,PITTSBURGH,ALLEGHENY,42003,PA,15238,3,0,C,,001359769,CHASE CORP,CHASE CORP,110000329733,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,2891,2891,325510,325510,325,84970,0,AIR STACK,,,1,,
487987,15238CHSCR128FI,1300140074055,CHASE CORP-PITTSBURGH,128 FIRST ST,PITTSBURGH,ALLEGHENY,42003,PA,15238,3,0,C,,001359769,CHASE CORP,CHASE CORP,110000329733,0,2000,78-93-3,NA,0000078933,Methyl ethyl ketone,0,0,Y,N,N,2891,2891,325520,325520,325,7443,0,AIR STACK,,,1,,
487988,15238CHSCR128FI,1300140074067,CHASE CORP-PITTSBURGH,128 FIRST ST,PITTSBURGH,ALLEGHENY,42003,PA,15238,3,0,C,,001359769,CHASE CORP,CHASE CORP,110000329733,0,2000,108-88-3,NA,0000108883,Toluene,0,0,N,N,Y,2891,2891,325510,325510,325,25452,0,AIR STACK,,,1,,
487989,15238CHSCR128FI,1300140074079,CHASE CORP-PITTSBURGH,128 FIRST ST,PITTSBURGH,ALLEGHENY,42003,PA,15238,3,0,C,,001359769,CHASE CORP,CHASE CORP,110000329733,0,2000,N120,NA,N120,Diisocyanates,0,0,N,N,N,2891,,325510,325510,325,649715,0,AIR STACK,,,1,,
487990,15071CRCBL1001R,1300140091190,ATI SPECIALTY MATERIALS LLC - OAKDALE,1001 ROBB HILL RD,OAKDALE,ALLEGHENY,42003,PA,15071,3,0,C,,949262737,ATI INC,,110000329181,0,2000,7440-47-3,NA,0007440473,Chromium,1,0,Y,N,Y,3399,3399,331492,331492,331,150060,0,AIR STACK,,,0,O,20
487991,15071CRCBL1001R,1300140091202,ATI SPECIALTY MATERIALS LLC - OAKDALE,1001 ROBB HILL RD,OAKDALE,ALLEGHENY,42003,PA,15071,3,0,C,,949262737,ATI INC,,110000329181,0,2000,7440-48-4,NA,0007440484,Cobalt,1,0,N,Y,Y,3399,3399,331492,331492,331,150078,0,AIR STACK,,,0,O,7
487992,15071CRCBL1001R,1300140091214,ATI SPECIALTY MATERIALS LLC - OAKDALE,1001 ROBB HILL RD,OAKDALE,ALLEGHENY,42003,PA,15071,3,0,C,,949262737,ATI INC,,110000329181,0,2000,7440-02-0,NA,0007440020,Nickel,1,0,Y,Y,Y,3399,3399,331492,331492,331,149674,0,AIR STACK,,,0,O,38
487993,18974PNNRCJOHNF,1300140094640,PANNIER GRAPHICS,345 OAK RD,GIBSONIA,ALLEGHENY,42003,PA,15044,3,0,C,,004320982,PANNIER CORP,PANNIER CORP,110002341573,0,2000,80-62-6,NA,0000080626,Methyl methacrylate,0,0,N,N,Y,3089,3089,339943,339943,339,8458,0,AIR STACK,,,0,E,5398
487994,15239DLNCX535OL,1300140095252,IDL INC,535 OLD FRANKSTOWN RD,PITTSBURGH,ALLEGHENY,42003,PA,15239,3,0,C,,,NA,,110000329760,0,2000,108-88-3,NA,0000108883,Toluene,0,0,N,N,Y,2759,2759,339950,339950,339,25452,0,AIR STACK,,,1,,
487995,15051MRCNRSTATE,1300140098892,KINDER MORGAN TRANSMIX CO LLC,918 RT 910,INDIANOLA,ALLEGHENY,42003,PA,15051,3,0,C,,,KINDER MORGAN,KINDER MORGAN,110000747568,0,2000,100-41-4,NA,0000100414,Ethylbenzene,0,0,N,Y,Y,2911,2911,324110,324110,324,19406,0,AIR STACK,,,0,O,38
487996,15051MRCNRSTATE,1300140098904,KINDER MORGAN TRANSMIX CO LLC,918 RT 910,INDIANOLA,ALLEGHENY,42003,PA,15051,3,0,C,,,KINDER MORGAN,KINDER MORGAN,110000747568,0,2000,1634-04-4,NA,0001634044,Methyl tert-butyl ether,0,0,N,N,Y,2911,,324110,324110,324,89870,0,AIR STACK,,,0,M,696
487997,15051MRCNRSTATE,1300140098916,KINDER MORGAN TRANSMIX CO LLC,918 RT 910,INDIANOLA,ALLEGHENY,42003,PA,15051,3,0,C,,,KINDER MORGAN,KINDER MORGAN,110000747568,0,2000,108-88-3,NA,0000108883,Toluene,0,0,N,N,Y,2911,,324110,324110,324,25452,0,AIR STACK,,,0,O,388
487998,15051MRCNRSTATE,1300140098928,KINDER MORGAN TRANSMIX CO LLC,918 RT 910,INDIANOLA,ALLEGHENY,42003,PA,15051,3,0,C,,,KINDER MORGAN,KINDER MORGAN,110000747568,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,2911,,324110,324110,324,84970,0,AIR STACK,,,0,O,179
487999,15051MRCNRSTATE,1300140098930,KINDER MORGAN TRANSMIX CO LLC,918 RT 910,INDIANOLA,ALLEGHENY,42003,PA,15051,3,0,C,,,KINDER MORGAN,KINDER MORGAN,110000747568,0,2000,95-63-6,NA,0000095636,"1,2,4-Trimethylbenzene",0,0,N,N,N,2911,,324110,324110,324,16261,0,AIR STACK,,,0,O,36
488000,15051MRCNRSTATE,1300140098942,KINDER MORGAN TRANSMIX CO LLC,918 RT 910,INDIANOLA,ALLEGHENY,42003,PA,15051,3,0,C,,,KINDER MORGAN,KINDER MORGAN,110000747568,0,2000,71-43-2,NA,0000071432,Benzene,0,0,Y,Y,Y,2911,,324110,324110,324,4754,0,AIR STACK,,,0,O,122
488001,15051MRCNRSTATE,1300140098955,KINDER MORGAN TRANSMIX CO LLC,918 RT 910,INDIANOLA,ALLEGHENY,42003,PA,15051,3,0,C,,,KINDER MORGAN,KINDER MORGAN,110000747568,0,2000,110-54-3,NA,0000110543,n-Hexane,0,0,N,N,Y,2911,,324110,324110,324,26740,0,AIR STACK,,,0,E,423
488002,15215NTNLT50FRE,1300140102258,NATIONAL TORCH TIP INC,50 FREEPORT RD,PITTSBURGH,ALLEGHENY,42003,PA,152152973,3,0,C,,005146428,ILLINOIS TOOL WORKS INC,,110000329564,0,2000,N100,NA,N100,Copper compounds,1,0,N,N,N,3548,3548,333518,333518,333,649491,0,AIR STACK,,,1,,
488003,15146PPGND440CO,1300140112689,PPG INDUSTRIES INC,440 COLLEGE PARK DR,MONROEVILLE,ALLEGHENY,42003,PA,15146,3,0,C,,001344803,PPG INDUSTRIES INC,PPG INDUSTRIES INC,110000329421,0,2000,108-88-3,NA,0000108883,Toluene,0,0,N,N,Y,2812,28122899,325132,325132,325,25452,0,AIR STACK,,,0,C,65
488004,15226MTTHW1315W,1300140116740,MATTHEWS INTERNATIONAL CORP,1315 W LIBERTY AVE,PITTSBURGH,ALLEGHENY,42003,PA,15226,3,0,C,,004341533,MATTHEWS INTERNATIONAL CORP,MATTHEWS INTERNATIONAL CORP,110000329699,0,2000,7440-50-8,NA,0007440508,Copper,1,0,N,N,N,3366,3366,331525,331525,331,150086,0,AIR STACK,3,255,0,E,
488005,15226MTTHW1315W,1300140116753,MATTHEWS INTERNATIONAL CORP,1315 W LIBERTY AVE,PITTSBURGH,ALLEGHENY,42003,PA,15226,3,0,C,,004341533,MATTHEWS INTERNATIONAL CORP,MATTHEWS INTERNATIONAL CORP,110000329699,0,2000,7439-92-1,NA,0007439921,Lead,1,1,Y,Y,N,3366,3366,331525,331525,331,149583,0,AIR STACK,1,5,0,E,
488006,15226MTTHW1315W,1300140116765,MATTHEWS INTERNATIONAL CORP,1315 W LIBERTY AVE,PITTSBURGH,ALLEGHENY,42003,PA,15226,3,0,C,,004341533,MATTHEWS INTERNATIONAL CORP,MATTHEWS INTERNATIONAL CORP,110000329699,0,2000,108-88-3,NA,0000108883,Toluene,0,0,N,N,Y,3366,3366,331525,331525,331,25452,0,AIR STACK,,,0,E,7786
488007,15116BLLCH1114W,1300140137555,RANBAR TECHNOLOGY INC,1114 WILLIAM FLINN HWY,GLENSHAW,ALLEGHENY,42003,PA,15116,3,0,C,,004336863,RANBAR TECHNOLOGY INC,,110042036695,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,2851,2851,325510,325510,325,84970,0,AIR STACK,,,0,C,14600
488008,15116BLLCH1114W,1300140137567,RANBAR TECHNOLOGY INC,1114 WILLIAM FLINN HWY,GLENSHAW,ALLEGHENY,42003,PA,15116,3,0,C,,004336863,RANBAR TECHNOLOGY INC,,110042036695,0,2000,100-41-4,NA,0000100414,Ethylbenzene,0,0,N,Y,Y,2851,2851,325510,325510,325,19406,0,AIR STACK,,,0,C,3600
488009,15116BLLCH1114W,1300140137579,RANBAR TECHNOLOGY INC,1114 WILLIAM FLINN HWY,GLENSHAW,ALLEGHENY,42003,PA,15116,3,0,C,,004336863,RANBAR TECHNOLOGY INC,,110042036695,0,2000,95-63-6,NA,0000095636,"1,2,4-Trimethylbenzene",0,0,N,N,N,2851,2851,325510,325510,325,16261,0,AIR STACK,,,0,C,410
488010,15116BLLCH1114W,1300140137581,RANBAR TECHNOLOGY INC,1114 WILLIAM FLINN HWY,GLENSHAW,ALLEGHENY,42003,PA,15116,3,0,C,,004336863,RANBAR TECHNOLOGY INC,,110042036695,0,2000,108-88-3,NA,0000108883,Toluene,0,0,N,N,Y,2851,2851,325510,325510,325,25452,0,AIR STACK,,,0,C,1600
488011,15116BLLCH1114W,1300140137593,RANBAR TECHNOLOGY INC,1114 WILLIAM FLINN HWY,GLENSHAW,ALLEGHENY,42003,PA,15116,3,0,C,,004336863,RANBAR TECHNOLOGY INC,,110042036695,0,2000,85-44-9,NA,0000085449,Phthalic anhydride,0,0,N,N,Y,2851,2851,325510,325510,325,10355,0,AIR STACK,,,0,C,190
488012,15116BLLCH1114W,1300140137605,RANBAR TECHNOLOGY INC,1114 WILLIAM FLINN HWY,GLENSHAW,ALLEGHENY,42003,PA,15116,3,0,C,,004336863,RANBAR TECHNOLOGY INC,,110042036695,0,2000,100-42-5,NA,0000100425,Styrene,0,0,N,Y,Y,2851,2851,325510,325510,325,19414,0,AIR STACK,,,0,C,14
488013,15116BLLCH1114W,1300140137617,RANBAR TECHNOLOGY INC,1114 WILLIAM FLINN HWY,GLENSHAW,ALLEGHENY,42003,PA,15116,3,0,C,,004336863,RANBAR TECHNOLOGY INC,,110042036695,0,2000,N230,NA,N230,Certain glycol ethers,0,0,N,N,Y,2851,2851,325510,325510,325,649541,0,AIR STACK,,,0,C,35
488014,15116BLLCH1114W,1300140137629,RANBAR TECHNOLOGY INC,1114 WILLIAM FLINN HWY,GLENSHAW,ALLEGHENY,42003,PA,15116,3,0,C,,004336863,RANBAR TECHNOLOGY INC,,110042036695,0,2000,78-92-2,NA,0000078922,sec-Butyl alcohol,0,0,N,N,N,2851,2851,325510,325510,325,7435,0,AIR STACK,,,0,C,210
488015,15108BPXPL510NA,1300140138811,BP PRODUCTS NA INC - CORAOPOLIS TERMINAL,3200 UNIVERSITY BLVD,CORAOPOLIS,ALLEGHENY,42003,PA,15108,3,0,C,,039596507,BP AMERICA INC,,110022532801,0,2000,71-43-2,NA,0000071432,Benzene,0,0,Y,Y,Y,5171,5171,424710,424710,4247,4754,0,AIR STACK,,,0,O,185
488016,15108BPXPL510NA,1300140138823,BP PRODUCTS NA INC - CORAOPOLIS TERMINAL,3200 UNIVERSITY BLVD,CORAOPOLIS,ALLEGHENY,42003,PA,15108,3,0,C,,039596507,BP AMERICA INC,,110022532801,0,2000,108-88-3,NA,0000108883,Toluene,0,0,N,N,Y,5171,5171,424710,424710,4247,25452,0,AIR STACK,,,0,O,368
488017,15108BPXPL510NA,1300140138835,BP PRODUCTS NA INC - CORAOPOLIS TERMINAL,3200 UNIVERSITY BLVD,CORAOPOLIS,ALLEGHENY,42003,PA,15108,3,0,C,,039596507,BP AMERICA INC,,110022532801,0,2000,100-41-4,NA,0000100414,Ethylbenzene,0,0,N,Y,Y,5171,5171,424710,424710,4247,19406,0,AIR STACK,,,0,O,13
488018,15108BPXPL510NA,1300140138847,BP PRODUCTS NA INC - CORAOPOLIS TERMINAL,3200 UNIVERSITY BLVD,CORAOPOLIS,ALLEGHENY,42003,PA,15108,3,0,C,,039596507,BP AMERICA INC,,110022532801,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,5171,5171,424710,424710,4247,84970,0,AIR STACK,,,0,O,125
488019,15108BPXPL510NA,1300140138850,BP PRODUCTS NA INC - CORAOPOLIS TERMINAL,3200 UNIVERSITY BLVD,CORAOPOLIS,ALLEGHENY,42003,PA,15108,3,0,C,,039596507,BP AMERICA INC,,110022532801,0,2000,110-54-3,NA,0000110543,n-Hexane,0,0,N,N,Y,5171,5171,424710,424710,4247,26740,0,AIR STACK,,,0,O,1838
488020,15108BPXPL510NA,1300140138862,BP PRODUCTS NA INC - CORAOPOLIS TERMINAL,3200 UNIVERSITY BLVD,CORAOPOLIS,ALLEGHENY,42003,PA,15108,3,0,C,,039596507,BP AMERICA INC,,110022532801,0,2000,95-63-6,NA,0000095636,"1,2,4-Trimethylbenzene",0,0,N,N,N,5171,5171,424710,424710,4247,16261,0,AIR STACK,,,0,O,3
488021,15108BPXPL510NA,1300140138874,BP PRODUCTS NA INC - CORAOPOLIS TERMINAL,3200 UNIVERSITY BLVD,CORAOPOLIS,ALLEGHENY,42003,PA,15108,3,0,C,,039596507,BP AMERICA INC,,110022532801,0,2000,67-56-1,NA,0000067561,Methanol,0,0,N,N,Y,5171,5171,424710,424710,4247,4283,0,AIR STACK,,,0,O,207
488022,15108BPXPL510NA,1300140138886,BP PRODUCTS NA INC - CORAOPOLIS TERMINAL,3200 UNIVERSITY BLVD,CORAOPOLIS,ALLEGHENY,42003,PA,15108,3,0,C,,039596507,BP AMERICA INC,,110022532801,0,2000,N590,NA,N590,Polycyclic aromatic compounds,0,1,N,Y,Y,5171,5171,424710,424710,4247,649749,0,AIR STACK,,,0,O,0
488023,15217KPPRSMILLE,1300140147289,REICHHOLD INC,1000 PRESTO-SYGAN RD,BRIDGEVILLE,ALLEGHENY,42003,PA,15017,3,0,C,,,NA,,110000329573,0,2000,107-21-1,NA,0000107211,Ethylene glycol,0,0,N,N,Y,2821,2821,325211,325211,325,24257,0,AIR STACK,,,0,E,2
488024,15217KPPRSMILLE,1300140147291,REICHHOLD INC,1000 PRESTO-SYGAN RD,BRIDGEVILLE,ALLEGHENY,42003,PA,15017,3,0,C,,,NA,,110000329573,0,2000,108-31-6,NA,0000108316,Maleic anhydride,0,0,N,N,Y,2821,2821,325211,325211,325,25015,0,AIR STACK,,,0,E,574
488025,15217KPPRSMILLE,1300140147303,REICHHOLD INC,1000 PRESTO-SYGAN RD,BRIDGEVILLE,ALLEGHENY,42003,PA,15017,3,0,C,,,NA,,110000329573,0,2000,85-44-9,NA,0000085449,Phthalic anhydride,0,0,N,N,Y,2821,2821,325211,325211,325,10355,0,AIR STACK,,,0,E,289
488026,15217KPPRSMILLE,1300140147315,REICHHOLD INC,1000 PRESTO-SYGAN RD,BRIDGEVILLE,ALLEGHENY,42003,PA,15017,3,0,C,,,NA,,110000329573,0,2000,100-42-5,NA,0000100425,Styrene,0,0,N,Y,Y,2821,2821,325211,325211,325,19414,0,AIR STACK,,,0,E,5433
488027,15217KPPRSMILLE,1300140147327,REICHHOLD INC,1000 PRESTO-SYGAN RD,BRIDGEVILLE,ALLEGHENY,42003,PA,15017,3,0,C,,,NA,,110000329573,0,2000,78-93-3,NA,0000078933,Methyl ethyl ketone,0,0,Y,N,N,2821,2821,325211,325211,325,7443,0,AIR STACK,,,1,,
488028,15217KPPRSMILLE,1300140147339,REICHHOLD INC,1000 PRESTO-SYGAN RD,BRIDGEVILLE,ALLEGHENY,42003,PA,15017,3,0,C,,,NA,,110000329573,0,2000,79-94-7,NA,0000079947,Tetrabromobisphenol A,0,1,N,N,Y,2821,2821,325211,325211,325,8045,0,AIR STACK,,,1,,
488029,15238MTTHW101FA,1300140162102,MATTHEWS INTERNATIONAL CORP,101 FAIRVIEW AVE,PITTSBURGH,ALLEGHENY,42003,PA,15238,3,0,C,,,MATTHEWS INTERNATIONAL CORP,,110000329751,0,2000,N230,NA,N230,Certain glycol ethers,0,0,N,N,Y,2893,2893,325910,325910,325,649541,0,AIR STACK,3,255,0,E,
488030,15238MTTHW101FA,1300140162114,MATTHEWS INTERNATIONAL CORP,101 FAIRVIEW AVE,PITTSBURGH,ALLEGHENY,42003,PA,15238,3,0,C,,,MATTHEWS INTERNATIONAL CORP,,110000329751,0,2000,78-93-3,NA,0000078933,Methyl ethyl ketone,0,0,Y,N,N,2893,2893,325910,325910,325,7443,0,AIR STACK,3,255,0,E,
488031,15049WTSNS616HI,1300140168117,WATSON STANDARD CO HARWICK PLANT,616 HITE RD,HARWICK,ALLEGHENY,42003,PA,15049,3,0,C,,834950552,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110007758284,0,2000,108-10-1,NA,0000108101,Methyl isobutyl ketone,0,0,Y,Y,Y,2851,,325510,325510,325,24851,0,AIR STACK,,,0,E,33
488032,15049WTSNS616HI,1300140168129,WATSON STANDARD CO HARWICK PLANT,616 HITE RD,HARWICK,ALLEGHENY,42003,PA,15049,3,0,C,,834950552,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110007758284,0,2000,N230,NA,N230,Certain glycol ethers,0,0,N,N,Y,2851,,325510,325510,325,649541,0,AIR STACK,,,0,E,25
488033,15049WTSNS616HI,1300140168131,WATSON STANDARD CO HARWICK PLANT,616 HITE RD,HARWICK,ALLEGHENY,42003,PA,15049,3,0,C,,834950552,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110007758284,0,2000,91-20-3,NA,0000091203,Naphthalene,0,0,N,Y,Y,2851,,325510,325510,325,13326,0,AIR STACK,,,0,E,1
488034,15049WTSNS616HI,1300140168143,WATSON STANDARD CO HARWICK PLANT,616 HITE RD,HARWICK,ALLEGHENY,42003,PA,15049,3,0,C,,834950552,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110007758284,0,2000,71-36-3,NA,0000071363,n-Butyl alcohol,0,0,N,N,N,2851,,325510,325510,325,4739,0,AIR STACK,,,0,E,5
488035,15049WTSNS616HI,1300140168156,WATSON STANDARD CO HARWICK PLANT,616 HITE RD,HARWICK,ALLEGHENY,42003,PA,15049,3,0,C,,834950552,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110007758284,0,2000,95-63-6,NA,0000095636,"1,2,4-Trimethylbenzene",0,0,N,N,N,2851,,325510,325510,325,16261,0,AIR STACK,,,0,E,4
488036,15049WTSNS616HI,1300140168168,WATSON STANDARD CO HARWICK PLANT,616 HITE RD,HARWICK,ALLEGHENY,42003,PA,15049,3,0,C,,834950552,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110007758284,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,2851,,325510,325510,325,84970,0,AIR STACK,,,0,E,8
488037,15225WTSNSCORNE,1300140168485,WATSON STANDARD CO (NEVILLE ISLAND PLANT),2895 GRAND AVE,PITTSBURGH,ALLEGHENY,42003,PA,15225,3,1,C,,004397030,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110000329671,0,2000,1330-20-7,NA,0001330207,Xylene (mixed isomers),0,0,Y,N,Y,2851,,325510,325510,325,84970,0,AIR STACK,,,0,E,4
488038,15225WTSNSCORNE,1300140168497,WATSON STANDARD CO (NEVILLE ISLAND PLANT),2895 GRAND AVE,PITTSBURGH,ALLEGHENY,42003,PA,15225,3,1,C,,004397030,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110000329671,0,2000,108-10-1,NA,0000108101,Methyl isobutyl ketone,0,0,Y,Y,Y,2851,,325510,325510,325,24851,0,AIR STACK,,,0,E,40
488039,15225WTSNSCORNE,1300140168509,WATSON STANDARD CO (NEVILLE ISLAND PLANT),2895 GRAND AVE,PITTSBURGH,ALLEGHENY,42003,PA,15225,3,1,C,,004397030,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110000329671,0,2000,95-63-6,NA,0000095636,"1,2,4-Trimethylbenzene",0,0,N,N,N,2851,,325510,325510,325,16261,0,AIR STACK,,,0,E,2
488040,15225WTSNSCORNE,1300140168511,WATSON STANDARD CO (NEVILLE ISLAND PLANT),2895 GRAND AVE,PITTSBURGH,ALLEGHENY,42003,PA,15225,3,1,C,,004397030,WATSON INDUSTRIES INC,WATSON INDUSTRIES INC,110000329671,0,2000,N230,NA,N230,Certain glycol ethers,0,0,N,N,Y,2851,,325510,325510,325,649541,0,AIR STACK,,,0,E,19
488041,15120DMSCS1001E,1300140187598,ASCENT TUBULAR PRODUCTS,1001 E WATERFRONT DR,MUNHALL,ALLEGHENY,42003,PA,15120,3,1,C,,428994578,SYNALLOY CORP,ASCENT INDUSTRIES,110002095152,0,2000,7439-96-5,NA,0007439965,Manganese,1,0,N,N,Y,3317,3317,332111,332111,332,149625,0,AIR STACK,,,0,O,0
488042,15120DMSCS1001E,1300140187600,ASCENT TUBULAR PRODUCTS,1001 E WATERFRONT DR,MUNHALL,ALLEGHENY,42003,PA,15120,3,1,C,,428994578,SYNALLOY CORP,ASCENT INDUSTRIES,110002095152,0,2000,7440-02-0,NA,0007440020,Nickel,1,0,Y,Y,Y,3317,3317,332111,332111,332,149674,0,AIR STACK,,,0,O,0
488043,15120DMSCS1001E,1300140187612,ASCENT TUBULAR PRODUCTS,1001 E WATERFRONT DR,MUNHALL,ALLEGHENY,42003,PA,15120,3,1,C,,428994578,SYNALLOY CORP,ASCENT INDUSTRIES,110002095152,0,2000,7440-47-3,NA,0007440473,Chromium,1,0,Y,N,Y,3317,3317,332111,332111,332,150060,0,AIR STACK,,,0,O,0
